sample_idx,is_outlier,iforest_score,label,abs_label,text_std,audio_std,vision_std,text_jump,audio_jump,vision_jump
3831,0,0.1641352928889959,0.0,0.0,0.6183912,0.5694606,0.4647354,0.22306618,0.088182814,0.078921676
3832,0,0.1818448710567166,0.0,0.0,0.745642,0.70814896,0.6531957,0.4157207,0.19990394,0.13386889
3833,0,0.1773018740097385,-0.33333334,0.33333334,0.6523907,0.70776194,0.77508813,0.3135899,0.19099446,0.088158265
3834,0,0.1624090471991242,0.0,0.0,0.87770903,0.8130104,0.9418477,0.5441482,0.2606272,0.1108568
3835,0,0.1731962616392701,0.6666667,0.6666667,0.687861,0.78380626,0.81634706,0.3499782,0.20507939,0.093395844
3836,0,0.1713799778684518,-2.0,2.0,0.7519294,0.73493797,0.86282194,0.42243102,0.23626642,0.1070278
3837,0,0.1724458717505952,-1.6666666,1.6666666,0.7955848,0.7778532,0.8639184,0.49548855,0.24389617,0.105432406
3838,0,0.1719239601658797,2.0,2.0,0.65140307,0.74783176,0.8179629,0.29798204,0.1826972,0.08998947
3839,0,0.1575966306257546,-2.3333333,2.3333333,0.836571,0.769049,1.0665289,0.6028803,0.28226262,0.15473357
3840,0,0.1605639547793971,-1.6666666,1.6666666,0.9121305,0.84906965,1.1586144,0.67954767,0.33640406,0.16815142
3841,0,0.1705370626010129,-2.6666667,2.6666667,0.8287831,0.7923292,0.83587384,0.4915498,0.25901273,0.104991615
3842,0,0.1784455854474259,-2.0,2.0,0.7218077,0.71902794,0.7518221,0.38022113,0.18447393,0.093450375
3843,0,0.1669041058598107,0.0,0.0,0.9795996,0.8235142,0.7648901,0.62992436,0.25783193,0.107242756
3844,0,0.1710859471312598,0.0,0.0,0.8747431,0.78468055,0.878589,0.5835244,0.28537333,0.10734815
3845,0,0.071754617486226,-0.33333334,0.33333334,1.2765452,1.1708449,1.1671312,1.2774655,0.6514998,0.2139637
3846,0,0.1723460659129165,0.0,0.0,0.576594,0.63176095,0.60936296,0.22886978,0.1120625,0.042375144
3847,0,0.1651329874640789,-2.0,2.0,0.78845704,0.7090208,0.80367386,0.4422117,0.22108681,0.10401553
3848,0,0.1682117912553193,-0.6666667,0.6666667,0.75191605,0.707953,0.7719918,0.41755733,0.19286625,0.113572896
3849,0,0.1756397092940193,0.0,0.0,0.5584266,0.6767657,0.68192244,0.22744147,0.15832762,0.081731945
3850,0,0.1157207405055463,-0.6666667,0.6666667,1.1261699,0.99802923,1.1014079,0.9603589,0.4771754,0.17020172
3851,0,0.1722952756244972,-2.0,2.0,0.6052015,0.6392917,0.7349112,0.28443408,0.13272117,0.08099771
3852,0,0.1659226207914512,-2.6666667,2.6666667,0.72839344,0.66282284,0.8072548,0.3947661,0.17430314,0.108920224
3853,0,0.1746841596239049,-1.6666666,1.6666666,0.60680664,0.64566725,0.74348843,0.2538693,0.126713,0.07430951
3854,0,0.1697674828929098,-3.0,3.0,0.60371846,0.6446865,0.66652155,0.25399637,0.11933306,0.08830182
3855,0,0.1747191812242322,-2.6666667,2.6666667,0.5191678,0.61012506,0.59615034,0.19035244,0.081497625,0.070791334
3856,0,0.1648140428452143,-3.0,3.0,0.8255533,0.7178307,0.7669575,0.5185842,0.20789137,0.11804048
3857,0,0.1746303657774008,-1.3333334,1.3333334,0.58107346,0.61944914,0.50119936,0.20820507,0.12032687,0.06214919
3858,0,0.1737717134926692,-2.0,2.0,0.61877,0.6627468,0.66784066,0.2714673,0.14903371,0.09439578
3859,0,0.1103857969305368,-1.0,1.0,1.0940112,0.94132894,1.18109,0.97460145,0.44667298,0.19427185
3860,0,0.0700754566664311,-0.6666667,0.6666667,1.2387763,1.0025034,1.3261591,1.2834088,0.59264827,0.26597393
3861,0,0.1483844155269154,-2.6666667,2.6666667,1.0044141,0.8698179,1.0734593,0.839341,0.37098908,0.17539866
3862,0,0.1616556295518945,-0.33333334,0.33333334,0.9200289,0.8332707,0.96109074,0.6664378,0.29892725,0.1599717
3863,0,0.1750628736253973,-2.0,2.0,0.6305503,0.6288397,0.64348376,0.25274122,0.12311121,0.07118305
3864,0,0.1328166739802509,-1.3333334,1.3333334,1.0197744,0.84232664,1.1251763,0.8531682,0.39488,0.22013679
3865,0,0.1757214846567605,-1.3333334,1.3333334,0.6483556,0.69729,0.7289211,0.32760972,0.17922568,0.06871966
3866,0,0.1739010333234382,-2.3333333,2.3333333,0.6583297,0.65007615,0.682504,0.30389625,0.13804968,0.06368009
3867,0,0.1752814587318443,-2.0,2.0,0.7069142,0.6829108,0.8594239,0.43013263,0.20924823,0.11684004
3868,0,0.1726135888216498,-1.6666666,1.6666666,0.7925747,0.6676558,0.8121615,0.47627905,0.18406604,0.09709274
3869,0,0.1686041033225009,0.0,0.0,0.96446615,0.87466264,0.9729857,0.6590401,0.34148982,0.13978839
3870,0,0.1735029463167065,0.33333334,0.33333334,0.58923167,0.6412243,0.605566,0.17549619,0.09551763,0.05526547
3871,0,0.1766338577371948,0.0,0.0,0.4935689,0.6173825,0.51908046,0.15909152,0.104185194,0.047495473
3872,0,0.1676710247311676,0.0,0.0,0.7428642,0.7234646,0.64951104,0.37680128,0.17738314,0.08603493
3873,0,0.1743446497236636,-0.6666667,0.6666667,0.70391136,0.7652852,0.7671164,0.37098804,0.18799113,0.064879775
3874,0,0.1140844128290411,-0.6666667,0.6666667,1.1294266,0.9219453,1.0784796,1.0044442,0.43182456,0.18923649
3875,0,0.1517491133657283,-0.33333334,0.33333334,0.9717536,0.8503624,1.0268371,0.70713437,0.35439202,0.11265065
3876,0,0.1683928033280684,-0.33333334,0.33333334,0.7904692,0.79768515,0.8581654,0.4942473,0.26162094,0.082544856
3877,0,0.1723834401129547,0.0,0.0,0.8326313,0.79929024,0.9122158,0.50418335,0.2653348,0.09058213
3878,0,0.1762062467838293,0.0,0.0,0.4652682,0.56246305,0.51348704,0.12378148,0.060078196,0.050519075
3879,0,0.1753559579879916,-0.6666667,0.6666667,0.8584746,0.8814692,0.92098624,0.584158,0.30405128,0.13514487
3880,0,0.1796855856243726,0.0,0.0,0.44188488,0.5754671,0.52639496,0.12736371,0.066973045,0.05096047
3881,0,0.1661418723152762,0.0,0.0,0.6807546,0.7669816,0.8095897,0.35920367,0.19499709,0.077168524
3882,0,0.1104013258345897,-2.0,2.0,1.1133908,1.1911005,1.1574968,1.0565598,0.59811354,0.19438188
3883,0,0.1718767760058215,0.0,0.0,0.66463965,0.7557477,0.648842,0.31908342,0.17479984,0.07362369
3884,0,0.169836610235447,-0.33333334,0.33333334,0.81327254,0.87606454,0.8513279,0.52232957,0.2827898,0.11099139
3885,0,0.1646110723212318,-2.0,2.0,0.8353945,0.8227733,0.9602316,0.5390023,0.28111416,0.122142054
3886,0,0.103817347508539,-0.33333334,0.33333334,1.0581084,0.9921156,1.0827662,0.9088886,0.42965344,0.14580476
3887,0,0.1707721889970069,-3.0,3.0,0.79496944,0.78779495,0.8222611,0.45173803,0.25939375,0.113299996
3888,0,0.1675997787378634,-3.0,3.0,0.94903606,0.81347144,0.922126,0.6767452,0.3228843,0.15892921
3889,0,0.1700942055078748,-2.3333333,2.3333333,0.81833285,0.6977784,0.8188705,0.48164967,0.21518914,0.11446295
3890,0,0.1530185069310159,-1.0,1.0,0.8587042,0.90579164,1.0456114,0.6370996,0.33484247,0.14126378
3891,0,0.1662658911538542,-0.33333334,0.33333334,0.5178292,0.62366146,0.62361526,0.1879505,0.10768625,0.06356804
3892,0,0.1646933823617185,-2.3333333,2.3333333,0.83243513,0.90066963,0.94135374,0.58119035,0.32330582,0.15185535
3893,0,0.1589446985211999,-0.33333334,0.33333334,0.94808096,0.9131065,1.0021435,0.73043275,0.37928897,0.19941661
3894,0,0.1448241156383686,-0.33333334,0.33333334,1.1146579,0.96266365,0.885183,0.9061601,0.39633948,0.2623548
3895,0,0.1656084177989965,-0.6666667,0.6666667,0.816082,0.8327571,0.85144794,0.4692955,0.27111927,0.18419595
3896,0,0.1777795465208399,-1.3333334,1.3333334,0.59258956,0.7082414,0.60456234,0.27727783,0.15424657,0.10604216
3897,0,0.175343628512523,-0.33333334,0.33333334,0.79081386,0.84297645,0.7150536,0.46164235,0.21491219,0.1813293
3898,0,0.1669340511206185,-1.6666666,1.6666666,0.90547746,0.9171991,0.7777933,0.6302969,0.33118835,0.22576356
3899,0,0.1775072907415892,0.33333334,0.33333334,0.55940723,0.6695905,0.53087866,0.20242195,0.12868515,0.079612024
3900,0,0.1763463762267729,0.0,0.0,0.5299228,0.62782097,0.59871554,0.19895475,0.117945515,0.124390125
3901,0,0.1749218677010038,0.0,0.0,0.54157245,0.636707,0.58758456,0.20889175,0.11181077,0.11988006
3902,0,0.1788621526375509,-0.6666667,0.6666667,0.7155912,0.82927585,0.6434274,0.41628012,0.21979113,0.15555957
3903,0,0.1788605251723487,-1.3333334,1.3333334,0.7618861,0.8828865,0.8200878,0.46475106,0.25418964,0.2319005
3904,0,0.1603079506031497,-1.0,1.0,0.9080955,0.8616795,0.80216736,0.6647594,0.31519765,0.23284681
3905,0,0.1712201452760517,0.0,0.0,0.74704504,0.7656068,0.6771337,0.39184803,0.1962756,0.13345714
3906,0,0.1408982541800458,-1.6666666,1.6666666,0.9723792,0.9349378,0.8074246,0.74386966,0.35638627,0.27764732
3907,0,0.1739689677536249,0.6666667,0.6666667,0.562374,0.65818495,0.5655952,0.19047864,0.097306736,0.09819948
3908,0,0.1516961808957242,0.0,0.0,0.9824603,0.93279606,0.82085454,0.7242759,0.35747558,0.22581072
3909,0,0.1775006537624444,0.33333334,0.33333334,0.70338464,0.75445586,0.57868797,0.33364835,0.17940146,0.12592559
3910,0,0.1550802008408451,0.33333334,0.33333334,0.98826236,0.9275201,0.82041657,0.6422678,0.26958975,0.2313548
3911,0,0.1800291266607867,0.33333334,0.33333334,0.592592,0.69171697,0.5787261,0.24443857,0.12696865,0.09087185
3912,0,0.1765549958673431,0.0,0.0,0.6966202,0.7969184,0.76407915,0.369888,0.21376632,0.17030771
3913,0,0.1809585485955434,0.0,0.0,0.7042037,0.7181016,0.6411567,0.31590083,0.14849116,0.12449428
3914,0,0.0755670796385539,0.0,0.0,1.217253,1.0739708,1.2634436,1.1209329,0.4839094,0.25603306
3915,0,0.163109523539192,-0.6666667,0.6666667,0.88959575,0.91003305,1.1465783,0.6641742,0.3311875,0.186952
3916,0,0.1336770459079161,-0.33333334,0.33333334,1.0405159,0.9995437,1.1578935,0.86677736,0.40053004,0.21689995
3917,0,0.174820444839252,0.0,0.0,0.66358525,0.65155876,0.77612525,0.29168564,0.12382526,0.09519344
3918,0,0.0667034687812563,0.33333334,0.33333334,1.2130296,1.2704742,1.4630321,1.1563497,0.5249905,0.35253096
3919,0,0.1433637036250837,-0.6666667,0.6666667,0.9648776,0.95171106,1.1368558,0.7152209,0.31951505,0.2050707
3920,0,0.0175728163007805,-1.3333334,1.3333334,1.3463695,1.1620907,1.3566164,1.3803465,0.64841443,0.36593485
3921,0,0.1657758763315469,0.33333334,0.33333334,0.94794893,0.81159496,1.0026594,0.6203053,0.26332548,0.15507752
3922,0,0.16960599683744,0.0,0.0,0.59804046,0.6713369,0.73748237,0.22768675,0.11078687,0.09079382
3923,0,0.108678953002637,0.0,0.0,1.1229641,1.0111424,1.1652194,0.9853206,0.42641726,0.21145336
3924,0,0.1570933182085917,-0.6666667,0.6666667,0.94219875,0.8158592,1.0505463,0.67537045,0.2932708,0.17372997
3925,0,0.1685648381258584,0.0,0.0,0.72860706,0.73791945,0.89894396,0.36900765,0.18382382,0.12538494
3926,0,0.0587312663955967,-1.3333334,1.3333334,1.2746071,1.1866684,1.3008286,1.2913448,0.584116,0.33951983
3927,0,0.1604846794276963,0.33333334,0.33333334,0.897376,0.85270506,1.1078641,0.60233253,0.28304848,0.13831367
3928,0,0.153132893166965,0.6666667,0.6666667,0.84495515,0.86572623,1.1186342,0.5259165,0.2495213,0.16267456
3929,0,0.1759124095610789,-0.33333334,0.33333334,0.536235,0.67163116,0.79970956,0.21240975,0.12866612,0.09746647
3930,0,0.1581042715304741,-0.33333334,0.33333334,0.9248233,0.9196586,1.1168262,0.657712,0.3497516,0.1726841
3931,0,0.1776299734419983,-1.6666666,1.6666666,0.67276204,0.65055496,0.6739885,0.2964172,0.118113294,0.07992135
3932,0,0.163909131486213,-2.0,2.0,0.8448413,0.7419291,0.81048346,0.5475198,0.21771514,0.098887205
3933,0,0.182207231801004,-1.6666666,1.6666666,0.62548816,0.639649,0.53828156,0.29514393,0.11463395,0.094189934
3934,0,0.1696763684780816,-2.3333333,2.3333333,0.8720457,0.70154756,0.7391197,0.5308795,0.1916212,0.104145184
3935,0,0.1709837266670402,-2.3333333,2.3333333,0.63295704,0.6443874,0.64164406,0.29449126,0.13796854,0.08069999
3936,0,0.1606606963157568,-2.3333333,2.3333333,0.9134577,0.8398936,0.71980214,0.7179824,0.33496687,0.20604686
3937,1,-0.0217439686510412,-2.6666667,2.6666667,1.3352966,1.0513241,1.0241736,1.4005876,0.61232877,0.33768278
3938,0,0.1758145907840251,-2.6666667,2.6666667,0.7682417,0.7634585,0.6671851,0.4311273,0.20469461,0.12591153
3939,0,0.1776772402629372,0.0,0.0,0.46645814,0.5480231,0.4064967,0.11068214,0.042475395,0.0495874
3940,0,0.0037162147746915,-2.0,2.0,1.4096352,1.097037,1.0891163,1.5101016,0.64922255,0.35769206
3941,0,0.177752941437784,-2.6666667,2.6666667,0.7603916,0.801236,0.65478045,0.43906975,0.26064813,0.1356669
3942,0,0.1469361931302624,-0.6666667,0.6666667,1.0548377,0.9375773,0.8323427,0.8026509,0.34573752,0.19825235
3943,0,0.1720700309010832,-2.3333333,2.3333333,0.87730736,0.8259536,0.8801736,0.6002608,0.30132222,0.16299665
3944,0,0.1276202826054052,-1.6666666,1.6666666,1.117707,0.92524177,1.0017779,0.9733975,0.42974174,0.25697187
3945,0,0.080073591167546,-2.3333333,2.3333333,1.2423354,1.0473093,1.0517855,1.2206924,0.573896,0.33754775
3946,0,0.1761395760416647,-2.6666667,2.6666667,0.7613889,0.72846526,0.65444833,0.4357098,0.21080154,0.13938905
3947,0,0.173055109682901,-2.6666667,2.6666667,0.7808627,0.7407376,0.7243468,0.45532167,0.21702035,0.15851054
3948,0,0.1735664636953952,0.0,0.0,0.5595488,0.65185124,0.60707325,0.21991988,0.11741702,0.077545166
3949,0,0.1675735941978774,-3.0,3.0,0.7256224,0.7224116,0.70934486,0.41509116,0.18950626,0.10591874
3950,0,0.1431553776284359,-2.0,2.0,1.0263095,0.90247625,0.89535034,0.84428537,0.38163874,0.19485596
3951,0,0.0696190707338224,-3.0,3.0,1.0985808,1.0395082,1.0514154,1.0951709,0.55679065,0.26312596
3952,0,0.0261322066685091,-0.6666667,0.6666667,1.3537432,1.1126775,1.1537263,1.3963393,0.5916784,0.29595032
3953,0,0.1188590231705912,-2.3333333,2.3333333,1.1507051,1.0258931,0.9687659,1.0052301,0.47859466,0.23220073
3954,0,0.1518034968747074,-2.6666667,2.6666667,0.9583999,0.86090136,0.8793514,0.67007315,0.31928167,0.1570772
3955,0,0.1763796297187077,-3.0,3.0,0.64402527,0.6612068,0.64391875,0.30024981,0.13678198,0.09347002
3956,0,0.1618077856302886,-2.3333333,2.3333333,0.8998453,0.800283,0.7731305,0.6017349,0.27553183,0.102363326
3957,0,0.1273242386400233,-2.3333333,2.3333333,1.1033139,0.9242287,0.98634195,0.892549,0.37894806,0.18482745
3958,1,-0.0004161431059328,0.33333334,0.33333334,1.4292233,0.94923955,0.7585831,1.5843728,0.5869617,0.3317742
3959,0,0.176641840434357,0.0,0.0,0.55438477,0.61088395,0.49457657,0.23143558,0.09006473,0.06763693
3960,0,0.1768745269460239,-1.6666666,1.6666666,0.7051506,0.69057316,0.5560934,0.38335422,0.17403664,0.10561414
3961,0,0.1809653435865379,-0.6666667,0.6666667,0.58117926,0.62334186,0.48561427,0.23903635,0.121323936,0.07406981
3962,0,0.035672894702166,-1.6666666,1.6666666,1.3433641,1.0063144,0.77341574,1.506823,0.59323466,0.3223877
3963,0,0.163152120668363,-0.33333334,0.33333334,0.95980656,0.76215494,0.6220802,0.6810903,0.29343423,0.15382154
3964,0,0.0616333129907383,-0.33333334,0.33333334,1.2724731,0.9230972,0.7995119,1.3627276,0.46932963,0.25239405
3965,0,0.1468293703589279,-1.6666666,1.6666666,0.92681855,0.7418968,0.6957871,0.72678334,0.2877262,0.17712308
3966,0,0.1650071772191339,-0.33333334,0.33333334,0.9655715,0.6934424,0.602813,0.7000868,0.22037539,0.16182186
3967,0,0.1633686097799842,-2.6666667,2.6666667,0.830491,0.9798377,0.6992589,0.4406026,0.25059578,0.14469784
3968,0,0.1549289763395094,-1.6666666,1.6666666,0.99025136,0.8776744,0.75482804,0.69676435,0.32035792,0.1795366
3969,0,0.1574883306850789,-0.33333334,0.33333334,1.0402596,0.98758143,0.80800575,0.78194934,0.3718579,0.17189607
3970,0,0.1760596512318278,0.0,0.0,0.6540136,0.69436693,0.5530243,0.27017528,0.11195653,0.0632882
3971,0,0.0311698547597334,-1.6666666,1.6666666,1.352131,1.3960384,0.999374,1.3680995,0.68141603,0.36577967
3972,0,0.1726997701488781,-0.6666667,0.6666667,0.8794197,0.91339105,0.7863979,0.62252605,0.33006814,0.18879299
3973,0,0.1146559548384295,-0.33333334,0.33333334,1.1865699,1.3987719,0.93063724,1.0974315,0.52525526,0.26714587
3974,0,0.1759983958135232,-0.33333334,0.33333334,0.5554653,0.66783506,0.5961477,0.21291517,0.123281814,0.08555155
3975,0,0.1597314467229501,-0.33333334,0.33333334,0.8468231,0.8634907,0.75126123,0.514466,0.25042093,0.12550557
3976,0,0.1735131560980558,0.0,0.0,0.69738,0.74480754,0.6229362,0.356379,0.19446144,0.07490019
3977,0,0.1668778447415984,-0.33333334,0.33333334,0.78259,0.80880105,0.7328401,0.4363807,0.22349802,0.13487256
3978,0,0.1682125976915898,-0.33333334,0.33333334,0.59417933,0.72269607,0.5965586,0.20724306,0.108924925,0.08812122
3979,0,0.1798796372192626,0.0,0.0,0.7367166,0.8698737,0.6603967,0.37949342,0.22345655,0.12094086
3980,1,-0.0088827357867939,-2.0,2.0,1.3634489,1.6178138,1.0204486,1.483016,0.8449899,0.3586729
3981,0,0.1587706756793857,-2.0,2.0,0.9337224,0.95565206,0.72141886,0.57634103,0.3131943,0.16828236
3982,0,0.1729696844322126,-1.6666666,1.6666666,0.8879089,0.8637215,0.73630685,0.54600155,0.3078637,0.13507205
3983,0,0.1711744398359191,-1.6666666,1.6666666,0.5349164,0.6484795,0.536437,0.17267857,0.09871619,0.058951546
3984,0,0.1559018094620017,-2.0,2.0,0.9397673,1.1222641,0.7173372,0.5939888,0.33617565,0.13529943
3985,0,0.1705518265169811,-2.0,2.0,0.6142998,0.85883784,0.5734406,0.23444502,0.14558578,0.07473396
3986,0,0.1657038405789911,-1.0,1.0,0.78950524,1.1983845,0.7793238,0.50861347,0.30873567,0.14633185
3987,0,0.148590474248405,-1.6666666,1.6666666,0.98908293,1.1808096,0.79855084,0.693296,0.39873052,0.16945666
3988,0,0.0483345454115491,-1.6666666,1.6666666,1.1736183,1.308286,1.0828835,1.2130355,0.6715695,0.31575468
3989,0,0.1513233969279626,-1.0,1.0,0.97293395,1.1459026,1.0309354,0.706486,0.31985062,0.1387298
3990,0,0.1774744646429032,-1.3333334,1.3333334,0.6800464,0.9061349,0.79009163,0.33729368,0.17768995,0.096481524
3991,0,0.1587762152324403,0.0,0.0,1.0505205,1.3249353,1.140177,0.752777,0.36339128,0.16888914
3992,0,0.1594101014568834,0.0,0.0,0.9182432,1.2485526,1.0769092,0.63078654,0.29272956,0.15797319
3993,0,0.1784670122088974,0.33333334,0.33333334,0.6855867,0.9085797,0.8234012,0.35808587,0.16755316,0.088464946
3994,0,0.1026836295892936,0.0,0.0,1.1769098,1.3612401,1.1137601,1.0603396,0.43387648,0.1982994
3995,0,0.0614700132501512,-1.6666666,1.6666666,1.24668,1.4712429,1.189274,1.1567827,0.5355755,0.21485628
3996,0,0.1753556551157806,-2.0,2.0,0.77549684,0.99317753,0.88645947,0.42145318,0.19592074,0.108859174
3997,0,0.1164915136088867,-2.0,2.0,1.0548071,1.4873492,1.0453653,0.9005082,0.48300683,0.1739139
3998,0,0.1498664867632289,-1.0,1.0,1.0730386,1.332103,1.0331903,0.8771613,0.4218685,0.15175903
3999,0,0.0785403020775099,-2.0,2.0,1.2180551,1.5402284,1.1270868,1.1405234,0.55144584,0.22498664
4000,0,0.0785991083690362,-1.0,1.0,1.265088,1.476173,1.0929692,1.1758997,0.5444611,0.18455732
4001,1,-0.005744315071171,-2.0,2.0,1.3848988,1.3676461,0.99532664,1.4917661,0.7845371,0.35730493
4002,0,0.1663264450865488,-1.3333334,1.3333334,0.84804434,0.78813726,0.6336077,0.5598821,0.23388265,0.13396835
4003,0,0.1760173072690116,-1.6666666,1.6666666,0.60525465,0.6540798,0.55560046,0.21530275,0.111386016,0.076472424
4004,0,0.0825426003225397,-0.6666667,0.6666667,1.2363939,1.0805033,0.7948775,1.239588,0.54779154,0.23541944
4005,0,0.1820296319674825,-0.33333334,0.33333334,0.7006617,0.77265924,0.6020955,0.40942767,0.19513004,0.09989402
4006,0,0.1812298603254034,0.6666667,0.6666667,0.66868633,0.7152115,0.5966648,0.36892864,0.16728266,0.08373383
4007,0,0.1273981975201771,-1.3333334,1.3333334,1.1570001,0.84135544,0.5953412,0.9862875,0.3728937,0.1526812
4008,0,0.1760475903856443,0.6666667,0.6666667,0.43205345,0.54769677,0.4209038,0.091403596,0.044173878,0.041722875
4009,0,0.1586827848598583,2.6666667,2.6666667,1.0099887,0.8903254,0.7661847,0.76566494,0.3224747,0.20527068
4010,0,0.1722072133018073,-1.0,1.0,0.89536226,0.75977606,0.68919796,0.5457691,0.23946247,0.15588151
4011,0,0.1662171129433296,-2.0,2.0,0.8085094,0.68227607,0.6164496,0.4763403,0.19812506,0.10452555
4012,0,0.1773033638561114,1.6666666,1.6666666,0.6725159,0.66129315,0.5249773,0.29163468,0.13465671,0.074969426
4013,0,0.0467683399636686,-2.6666667,2.6666667,1.3504075,0.9882223,0.8060567,1.4508932,0.5689302,0.28235114
4014,1,-0.0325349982652248,-1.6666666,1.6666666,1.3884784,1.0039515,0.82692367,1.5723289,0.60092545,0.2863478
4015,0,0.080291281607739,-2.6666667,2.6666667,1.2563243,1.0035534,0.87541103,1.2843897,0.53239524,0.21624728
4016,0,0.0489555869614944,-2.3333333,2.3333333,1.2685312,1.026417,0.8702097,1.2399304,0.51961476,0.23144186
4017,0,0.1583476615494778,0.0,0.0,1.0289714,0.8432158,0.6059949,0.7629487,0.29629898,0.15665473
4018,0,0.149817259558664,-2.3333333,2.3333333,1.0078762,0.7687663,0.4725391,0.7004718,0.24857728,0.090567134
4019,0,0.1703484540543696,0.33333334,0.33333334,0.89827746,0.7535564,0.32939738,0.5299585,0.22046052,0.0020457716
4020,0,0.17692871094569,-0.6666667,0.6666667,0.8331085,0.75585145,0.6075009,0.51214,0.22911969,0.105128035
4021,0,0.1741027293413174,0.0,0.0,0.8401022,0.7035609,0.43836045,0.4561176,0.1857452,0.073411986
4022,0,0.1721146173712465,0.0,0.0,0.6471825,0.6313687,0.37670317,0.26323023,0.101130664,0.025482375
4023,0,0.1199405003430338,-2.6666667,2.6666667,1.1072093,0.8730974,0.68974245,0.9818545,0.40068677,0.19841887
4024,0,0.1545556257637589,0.33333334,0.33333334,0.96762425,0.7295451,0.43681842,0.63680726,0.21386096,0.13036479
4025,0,0.1776731173478158,0.6666667,0.6666667,0.8185292,0.699433,0.46604633,0.4451278,0.18157007,0.08760326
4026,0,0.153578380513522,1.6666666,1.6666666,0.90189296,0.7377171,0.5165642,0.55696875,0.20373283,0.13486807
4027,0,0.1728505558242978,0.0,0.0,0.744496,0.80221385,0.75427985,0.44969538,0.19589023,0.13195542
4028,0,0.1661121795661919,0.0,0.0,0.97868,0.8261766,1.0227739,0.64526755,0.25492805,0.17505783
4029,0,0.1798333621767431,1.3333334,1.3333334,0.7855327,0.79094565,0.8265414,0.47358197,0.20238419,0.16284016
4030,0,0.1731085888551991,1.6666666,1.6666666,0.59589565,0.6755071,0.65070975,0.2363047,0.11542666,0.08816263
4031,0,0.1758354499476575,1.3333334,1.3333334,0.6105767,0.7977236,0.803487,0.27421483,0.13219327,0.10256788
4032,0,0.1303515168637707,0.0,0.0,1.0152043,0.8734647,1.0791196,0.82515955,0.38053465,0.25104982
4033,0,0.1757995029222361,0.0,0.0,0.6701621,0.6845717,0.64913523,0.30938637,0.14162238,0.087561995
4034,0,0.1716960410804783,0.0,0.0,0.8093348,0.7923987,0.8238447,0.45472112,0.18876004,0.13613974
4035,0,0.1491797416365749,-2.0,2.0,0.9199145,0.9151961,1.0510763,0.7281512,0.3732666,0.21817964
4036,0,0.1756000539515956,-1.6666666,1.6666666,0.66885936,0.7644464,0.84483504,0.34510282,0.1980356,0.13655499
4037,0,0.1653039052840685,0.0,0.0,0.6760018,0.6288752,0.6154217,0.2936876,0.121428475,0.099765405
4038,0,0.1419338714489824,-1.0,1.0,0.99904084,0.94883776,0.9608952,0.76377356,0.31810227,0.21006182
4039,0,0.1645900056731922,-0.33333334,0.33333334,0.90882784,0.90473366,1.0111315,0.6381327,0.29153436,0.21380273
4040,0,0.1714809193649685,-0.6666667,0.6666667,0.70438737,0.71693206,0.82252175,0.3469588,0.1424877,0.13594933
4041,0,0.1458628558815372,0.0,0.0,1.0549307,0.90277976,0.87992024,0.8810028,0.36942908,0.24584295
4042,0,0.1832441341909533,-0.33333334,0.33333334,0.78442544,0.80228275,0.90357125,0.49212956,0.22293772,0.16334574
4043,0,0.1732860139852529,-1.0,1.0,0.7919651,0.8278745,0.9236414,0.48469684,0.22533773,0.13469116
4044,0,0.178987301105107,0.0,0.0,0.62962097,0.7334909,0.65560925,0.28348586,0.13578263,0.08893312
4045,0,0.1594259973864327,0.0,0.0,0.9287448,0.86648595,1.042798,0.71734333,0.33409587,0.22125006
4046,0,0.1703331044550722,0.0,0.0,0.69460696,0.78195125,0.8214799,0.35439214,0.16768627,0.11804964
4047,0,0.177505570626574,0.0,0.0,0.72554106,0.75994384,0.84442085,0.38562444,0.18560246,0.15186112
4048,0,0.178591866068122,0.33333334,0.33333334,0.80147463,0.8295293,0.9337504,0.43730417,0.209701,0.16372162
4049,0,0.1449335238269227,0.0,0.0,0.9757737,0.94668967,1.0170935,0.70552915,0.33534566,0.21725492
4050,0,0.1674234527547003,-0.33333334,0.33333334,0.94390464,0.84255695,0.98818606,0.6481663,0.2701727,0.20697977
4051,0,0.1736755256048119,0.0,0.0,0.71538395,0.7564081,0.7540336,0.41842282,0.21176068,0.13290824
4052,0,0.0764225851411871,-0.33333334,0.33333334,1.242649,1.1272911,1.2093965,1.2307253,0.58473086,0.35178214
4053,0,0.1709068275923698,1.0,1.0,0.65345335,0.61637175,0.6676576,0.27328652,0.09767569,0.0922298
4054,0,0.130010887313713,0.0,0.0,1.0498621,1.0880538,1.0908803,0.86421555,0.40528142,0.25047186
4055,0,0.1466343908059221,0.33333334,0.33333334,1.0057019,0.9043707,1.0685672,0.7953952,0.35326275,0.22663675
4056,0,0.1737416132797051,-0.33333334,0.33333334,0.57080436,0.6994007,0.7055888,0.21952012,0.12804207,0.10018221
4057,0,0.175165957494729,-1.0,1.0,0.74766004,0.74993354,0.6809202,0.41926128,0.21868677,0.100492835
4058,0,0.1747827832076985,-0.33333334,0.33333334,0.6912158,0.8192263,0.91271573,0.3667627,0.1832452,0.13373637
4059,0,0.1769859560761516,-0.6666667,0.6666667,0.742429,0.8112072,0.7234188,0.42040458,0.21307555,0.1501511
4060,0,0.1770994682516714,-1.6666666,1.6666666,0.65429115,0.72751075,0.829767,0.35246593,0.17498657,0.13440247
